Credit_rating,Age,Income,Credit_cards,Education,Car_loans
"Bad",22.193,"Low","5 or more","High school","More than 2"
"Bad",22.718,"Medium","5 or more","High school","More than 2"
"Bad",34.113,"Medium","5 or more","High school","More than 2"
"Bad",32.619,"High","Less than 5","College","None or 1"
"Bad",24.053,"Medium","5 or more","College","More than 2"
"Bad",20.857,"Medium","5 or more","College","More than 2"
"Bad",28.007,"Low","5 or more","College","More than 2"
"Bad",23.842,"Medium","5 or more","High school","None or 1"
"Bad",28.814,"Medium","5 or more","College","More than 2"
"Bad",47.370,"Medium","5 or more","High school","More than 2"
"Bad",24.721,"Medium","5 or more","High school","More than 2"
"Bad",33.327,"High","5 or more","College","More than 2"
"Bad",32.402,"Medium","5 or more","College","More than 2"
"Bad",37.020,"High","5 or more","High school","More than 2"
"Bad",35.222,"Medium","5 or more","College","More than 2"
"Bad",25.310,"Low","5 or more","High school","More than 2"
"Bad",34.180,"High","5 or more","High school","More than 2"
"Bad",43.275,"Low","5 or more","College","More than 2"
"Bad",26.909,"Low","5 or more","High school","More than 2"
"Bad",30.091,"Medium","Less than 5","High school","None or 1"
"Bad",48.185,"High","5 or more","High school","None or 1"
"Bad",33.854,"Low","5 or more","High school","More than 2"
"Bad",32.424,"Low","5 or more","College","More than 2"
"Bad",34.227,"Low","5 or more","College","More than 2"
"Bad",26.233,"Medium","5 or more","High school","More than 2"
"Bad",22.589,"Low","5 or more","College","None or 1"
"Bad",21.575,"Medium","5 or more","High school","More than 2"
"Bad",29.028,"Low","5 or more","High school","More than 2"
"Bad",28.229,"Medium","5 or more","College","More than 2"
"Bad",26.413,"Medium","5 or more","High school","More than 2"
"Bad",28.134,"Medium","5 or more","High school","More than 2"
"Bad",27.295,"Medium","5 or more","College","More than 2"
"Bad",32.685,"Low","5 or more","College","More than 2"
"Bad",39.170,"High","5 or more","High school","More than 2"
"Bad",44.464,"Low","5 or more","College","More than 2"
"Bad",28.206,"Medium","5 or more","College","More than 2"
"Bad",37.562,"Medium","5 or more","College","None or 1"
"Bad",41.698,"Medium","Less than 5","College","None or 1"
"Bad",29.963,"Low","5 or more","College","More than 2"
"Bad",26.806,"Low","5 or more","College","More than 2"
"Bad",47.550,"High","5 or more","College","More than 2"
"Bad",36.923,"Low","5 or more","College","More than 2"
"Bad",21.099,"Low","5 or more","College","More than 2"
"Bad",40.124,"Medium","5 or more","College","More than 2"
"Bad",42.723,"Low","5 or more","High school","More than 2"
"Bad",20.869,"Medium","5 or more","High school","More than 2"
"Bad",22.562,"Low","5 or more","College","More than 2"
"Bad",30.412,"Low","5 or more","College","More than 2"
"Bad",22.929,"Low","5 or more","College","More than 2"
"Bad",40.122,"Low","5 or more","High school","More than 2"
"Bad",26.936,"Low","5 or more","College","More than 2"
"Bad",20.359,"Medium","5 or more","College","More than 2"
"Bad",22.146,"Low","5 or more","High school","More than 2"
"Bad",29.724,"Low","5 or more","High school","More than 2"
"Bad",24.874,"Low","5 or more","High school","More than 2"
"Bad",27.486,"Low","5 or more","High school","More than 2"
"Bad",35.599,"Low","5 or more","High school","More than 2"
"Bad",29.771,"Medium","5 or more","College","More than 2"
"Bad",34.260,"Medium","Less than 5","High school","None or 1"
"Bad",29.942,"Medium","5 or more","High school","More than 2"
"Bad",37.748,"Medium","5 or more","High school","More than 2"
"Bad",36.828,"Low","5 or more","College","More than 2"
"Bad",27.935,"Medium","5 or more","College","More than 2"
"Bad",38.403,"Low","5 or more","College","More than 2"
"Bad",35.558,"Low","5 or more","College","None or 1"
"Bad",36.232,"Medium","5 or more","College","More than 2"
"Bad",36.728,"Low","5 or more","High school","More than 2"
"Bad",30.616,"Low","5 or more","High school","More than 2"
"Bad",28.463,"Medium","5 or more","College","None or 1"
"Bad",29.113,"Medium","5 or more","High school","More than 2"
"Bad",32.427,"Medium","5 or more","College","None or 1"
"Bad",34.077,"Low","5 or more","College","More than 2"
"Bad",31.752,"Low","5 or more","College","More than 2"
"Bad",31.982,"Medium","5 or more","College","None or 1"
"Bad",20.171,"Low","5 or more","High school","More than 2"
"Bad",23.058,"Medium","5 or more","High school","More than 2"
"Bad",36.398,"Medium","5 or more","College","More than 2"
"Bad",38.610,"Low","5 or more","High school","More than 2"
"Bad",29.489,"High","Less than 5","High school","None or 1"
"Bad",31.042,"Low","5 or more","College","More than 2"
"Bad",32.420,"Medium","5 or more","High school","More than 2"
"Bad",34.392,"Medium","5 or more","College","More than 2"
"Bad",24.312,"Medium","5 or more","High school","More than 2"
"Bad",53.818,"Medium","5 or more","High school","More than 2"
"Bad",23.288,"Low","Less than 5","High school","None or 1"
"Bad",29.085,"Low","Less than 5","College","None or 1"
"Bad",38.269,"High","5 or more","High school","More than 2"
"Bad",37.856,"Low","5 or more","College","More than 2"
"Bad",20.013,"Medium","5 or more","College","More than 2"
"Bad",20.305,"Medium","5 or more","High school","More than 2"
"Bad",26.661,"Low","5 or more","College","None or 1"
"Bad",38.841,"Low","5 or more","College","More than 2"
"Bad",35.178,"Medium","5 or more","High school","More than 2"
"Bad",27.765,"Medium","5 or more","College","More than 2"
"Bad",28.901,"Medium","5 or more","College","More than 2"
"Bad",32.756,"High","5 or more","High school","More than 2"
"Bad",23.043,"Medium","5 or more","College","More than 2"
"Bad",21.971,"High","Less than 5","High school","None or 1"
"Bad",36.624,"Low","5 or more","College","More than 2"
"Bad",41.588,"Medium","5 or more","College","More than 2"
"Bad",20.203,"Low","5 or more","High school","None or 1"
"Bad",29.111,"High","5 or more","College","None or 1"
"Bad",27.314,"Medium","5 or more","College","More than 2"
"Bad",50.122,"Low","5 or more","College","More than 2"
"Bad",36.053,"Low","5 or more","College","More than 2"
"Bad",30.761,"Low","5 or more","High school","None or 1"
"Bad",20.490,"Medium","5 or more","High school","More than 2"
"Bad",30.792,"Low","5 or more","College","More than 2"
"Bad",25.495,"Medium","5 or more","High school","More than 2"
"Bad",20.865,"Low","5 or more","High school","More than 2"
"Bad",26.957,"Low","5 or more","College","More than 2"
"Bad",34.035,"Low","5 or more","College","More than 2"
"Bad",21.183,"Low","5 or more","College","More than 2"
"Bad",27.383,"Low","5 or more","College","More than 2"
"Bad",37.566,"Medium","5 or more","High school","More than 2"
"Bad",35.762,"Low","5 or more","College","More than 2"
"Bad",27.136,"Low","5 or more","High school","More than 2"
"Bad",30.246,"Medium","5 or more","High school","More than 2"
"Bad",34.668,"Medium","Less than 5","College","None or 1"
"Bad",29.493,"Low","5 or more","College","More than 2"
"Bad",28.614,"Medium","5 or more","College","More than 2"
"Bad",24.762,"Low","5 or more","College","More than 2"
"Bad",29.575,"High","5 or more","College","More than 2"
"Bad",27.840,"Medium","5 or more","College","More than 2"
"Bad",21.699,"Medium","5 or more","College","More than 2"
"Bad",33.107,"Low","5 or more","High school","More than 2"
"Bad",24.605,"High","5 or more","High school","More than 2"
"Bad",26.519,"High","5 or more","College","More than 2"
"Bad",22.595,"Medium","5 or more","High school","More than 2"
"Bad",30.892,"Low","5 or more","College","More than 2"
"Bad",44.198,"Low","5 or more","College","More than 2"
"Bad",24.491,"Low","5 or more","High school","More than 2"
"Bad",21.113,"Medium","5 or more","College","More than 2"
"Bad",24.117,"Medium","5 or more","High school","More than 2"
"Bad",36.886,"Medium","5 or more","High school","More than 2"
"Bad",32.171,"Low","5 or more","College","More than 2"
"Bad",24.552,"Medium","5 or more","College","More than 2"
"Bad",34.054,"Medium","5 or more","High school","More than 2"
"Bad",33.582,"Medium","5 or more","College","More than 2"
"Bad",27.328,"Low","5 or more","High school","More than 2"
"Bad",21.051,"Low","Less than 5","High school","None or 1"
"Bad",29.303,"Low","5 or more","College","More than 2"
"Bad",26.092,"Medium","5 or more","High school","More than 2"
"Bad",42.474,"Medium","5 or more","High school","More than 2"
"Bad",23.287,"Low","5 or more","College","More than 2"
"Bad",27.460,"Low","5 or more","High school","More than 2"
"Bad",20.214,"Medium","5 or more","High school","More than 2"
"Bad",27.306,"Low","Less than 5","College","None or 1"
"Bad",24.053,"Low","5 or more","High school","More than 2"
"Bad",27.653,"Low","5 or more","High school","None or 1"
"Bad",35.267,"Low","5 or more","High school","More than 2"
"Bad",25.667,"High","5 or more","College","More than 2"
"Bad",20.476,"Medium","5 or more","High school","None or 1"
"Bad",41.623,"Medium","5 or more","College","More than 2"
"Bad",40.798,"Medium","5 or more","High school","More than 2"
"Bad",21.769,"Medium","5 or more","High school","More than 2"
"Bad",33.214,"Medium","5 or more","High school","More than 2"
"Bad",26.090,"Medium","5 or more","College","More than 2"
"Bad",25.993,"Low","5 or more","High school","More than 2"
"Bad",28.818,"Medium","5 or more","High school","More than 2"
"Bad",29.810,"Low","5 or more","College","More than 2"
"Bad",26.957,"Medium","5 or more","High school","More than 2"
"Bad",27.695,"High","5 or more","High school","More than 2"
"Bad",36.234,"Medium","5 or more","College","More than 2"
"Bad",40.651,"Medium","5 or more","High school","None or 1"
"Bad",23.784,"Medium","5 or more","High school","More than 2"
"Bad",29.412,"Low","5 or more","High school","More than 2"
"Bad",29.954,"Low","5 or more","High school","More than 2"
"Bad",51.285,"Low","5 or more","High school","More than 2"
"Bad",30.414,"Low","5 or more","College","More than 2"
"Bad",21.263,"Medium","5 or more","High school","More than 2"
"Bad",20.623,"Low","Less than 5","College","More than 2"
"Bad",32.597,"Low","5 or more","College","More than 2"
"Bad",37.789,"High","5 or more","College","More than 2"
"Bad",40.225,"Low","5 or more","High school","More than 2"
"Bad",33.946,"Medium","5 or more","High school","More than 2"
"Bad",25.984,"Medium","Less than 5","High school","None or 1"
"Bad",23.958,"Low","5 or more","College","More than 2"
"Bad",26.856,"Medium","5 or more","High school","More than 2"
"Bad",24.382,"Medium","5 or more","High school","More than 2"
"Bad",33.978,"High","5 or more","College","None or 1"
"Bad",22.183,"Medium","5 or more","High school","More than 2"
"Bad",46.543,"Medium","5 or more","High school","More than 2"
"Bad",33.705,"Medium","5 or more","High school","More than 2"
"Bad",25.013,"High","5 or more","High school","More than 2"
"Bad",29.025,"Low","5 or more","High school","More than 2"
"Bad",31.347,"Medium","5 or more","High school","None or 1"
"Bad",24.140,"Low","5 or more","College","More than 2"
"Bad",25.837,"Medium","5 or more","High school","More than 2"
"Bad",40.036,"Medium","5 or more","High school","More than 2"
"Bad",47.440,"Medium","5 or more","High school","More than 2"
"Bad",40.994,"Low","5 or more","High school","More than 2"
"Bad",46.483,"Low","5 or more","High school","More than 2"
"Bad",21.380,"Medium","5 or more","College","More than 2"
"Bad",22.170,"Low","5 or more","College","More than 2"
"Bad",31.392,"Low","5 or more","High school","More than 2"
"Bad",35.328,"Low","Less than 5","High school","None or 1"
"Bad",27.963,"Low","5 or more","High school","More than 2"
"Bad",20.557,"Low","5 or more","High school","More than 2"
"Bad",26.401,"Low","5 or more","College","More than 2"
"Bad",43.919,"Low","5 or more","College","More than 2"
"Bad",33.650,"Medium","Less than 5","High school","None or 1"
"Bad",22.528,"Medium","5 or more","High school","More than 2"
"Bad",25.527,"Medium","5 or more","College","More than 2"
"Bad",26.066,"Low","5 or more","College","None or 1"
"Bad",26.775,"Medium","5 or more","High school","More than 2"
"Bad",20.491,"Low","5 or more","High school","More than 2"
"Bad",33.130,"Medium","5 or more","High school","More than 2"
"Bad",41.996,"Low","5 or more","College","More than 2"
"Bad",27.987,"Medium","5 or more","High school","More than 2"
"Bad",36.361,"Low","5 or more","High school","More than 2"
"Bad",23.506,"Medium","5 or more","College","More than 2"
"Bad",23.318,"Medium","5 or more","College","More than 2"
"Bad",23.262,"Medium","5 or more","High school","More than 2"
"Bad",27.376,"Medium","5 or more","College","More than 2"
"Bad",36.421,"Low","5 or more","College","More than 2"
"Bad",34.324,"Medium","5 or more","College","More than 2"
"Bad",30.592,"Low","5 or more","High school","More than 2"
"Bad",27.940,"Medium","5 or more","College","More than 2"
"Bad",35.462,"Medium","5 or more","College","More than 2"
"Bad",23.885,"Medium","5 or more","College","More than 2"
"Bad",30.599,"Medium","5 or more","High school","More than 2"
"Bad",29.350,"Low","5 or more","College","More than 2"
"Bad",22.185,"Low","Less than 5","College","More than 2"
"Bad",21.153,"Low","5 or more","High school","More than 2"
"Bad",38.193,"High","5 or more","College","More than 2"
"Bad",33.554,"Low","5 or more","College","More than 2"
"Bad",33.154,"Medium","5 or more","High school","More than 2"
"Bad",24.446,"Low","5 or more","College","More than 2"
"Bad",20.933,"Medium","5 or more","College","More than 2"
"Bad",31.155,"Medium","5 or more","High school","More than 2"
"Bad",24.741,"Low","5 or more","College","None or 1"
"Bad",42.761,"Low","5 or more","High school","More than 2"
"Bad",21.008,"Low","5 or more","College","More than 2"
"Bad",32.160,"Low","5 or more","High school","More than 2"
"Bad",29.435,"Medium","5 or more","High school","More than 2"
"Bad",29.534,"High","5 or more","High school","More than 2"
"Bad",20.116,"Medium","5 or more","College","More than 2"
"Bad",41.634,"Low","5 or more","High school","More than 2"
"Bad",34.844,"Low","5 or more","College","More than 2"
"Bad",39.269,"Medium","5 or more","College","More than 2"
"Bad",37.608,"Low","5 or more","High school","More than 2"
"Bad",24.766,"Medium","5 or more","College","More than 2"
"Bad",25.860,"Low","5 or more","College","More than 2"
"Bad",24.912,"Medium","Less than 5","College","None or 1"
"Bad",21.840,"Medium","5 or more","College","More than 2"
"Bad",35.900,"Medium","5 or more","High school","More than 2"
"Bad",34.173,"Low","5 or more","High school","More than 2"
"Bad",25.811,"Medium","5 or more","High school","More than 2"
"Bad",20.033,"Medium","5 or more","High school","More than 2"
"Bad",40.100,"Low","5 or more","College","More than 2"
"Bad",26.392,"Medium","5 or more","College","More than 2"
"Bad",23.949,"Low","5 or more","College","None or 1"
"Bad",39.809,"Low","5 or more","High school","More than 2"
"Bad",41.303,"Low","5 or more","High school","More than 2"
"Bad",27.558,"Medium","5 or more","College","More than 2"
"Bad",20.003,"Medium","5 or more","High school","None or 1"
"Bad",22.957,"Low","5 or more","High school","More than 2"
"Bad",24.828,"Medium","5 or more","College","More than 2"
"Bad",26.715,"Medium","5 or more","College","More than 2"
"Bad",22.168,"Low","5 or more","College","More than 2"
"Bad",20.267,"Medium","5 or more","College","More than 2"
"Bad",45.041,"Medium","5 or more","High school","More than 2"
"Bad",38.972,"Medium","5 or more","High school","More than 2"
"Bad",33.882,"Low","Less than 5","High school","None or 1"
"Bad",29.296,"High","5 or more","College","None or 1"
"Bad",20.877,"Low","5 or more","High school","More than 2"
"Bad",34.089,"Medium","5 or more","High school","None or 1"
"Bad",25.682,"Low","5 or more","High school","More than 2"
"Bad",33.741,"Medium","Less than 5","High school","None or 1"
"Bad",37.545,"Medium","5 or more","High school","More than 2"
"Bad",36.288,"Medium","5 or more","College","More than 2"
"Bad",22.087,"Medium","5 or more","College","More than 2"
"Bad",22.005,"Low","5 or more","High school","More than 2"
"Bad",34.999,"Low","5 or more","High school","More than 2"
"Bad",22.140,"Low","5 or more","High school","More than 2"
"Bad",38.892,"Medium","5 or more","High school","More than 2"
"Bad",20.943,"Low","Less than 5","High school","None or 1"
"Bad",25.975,"Medium","5 or more","College","More than 2"
"Bad",30.273,"Low","5 or more","High school","More than 2"
"Bad",34.537,"Low","5 or more","College","More than 2"
"Bad",32.536,"Medium","5 or more","High school","None or 1"
"Bad",26.782,"Medium","5 or more","College","None or 1"
"Bad",31.065,"Low","5 or more","College","None or 1"
"Bad",25.377,"Low","5 or more","College","More than 2"
"Bad",27.615,"High","5 or more","College","More than 2"
"Bad",23.861,"Low","5 or more","College","More than 2"
"Bad",21.423,"Medium","5 or more","College","More than 2"
"Bad",34.982,"Medium","5 or more","High school","More than 2"
"Bad",31.743,"Low","5 or more","High school","More than 2"
"Bad",31.060,"Low","5 or more","College","More than 2"
"Bad",24.950,"Medium","Less than 5","High school","None or 1"
"Bad",37.857,"Medium","5 or more","College","More than 2"
"Bad",22.177,"High","5 or more","High school","None or 1"
"Bad",24.252,"Low","5 or more","High school","More than 2"
"Bad",24.175,"Medium","5 or more","College","None or 1"
"Bad",44.108,"Low","5 or more","College","More than 2"
"Bad",41.431,"Low","5 or more","College","More than 2"
"Bad",24.856,"Low","5 or more","High school","More than 2"
"Bad",22.713,"Medium","5 or more","High school","More than 2"
"Bad",23.337,"High","5 or more","College","More than 2"
"Bad",24.020,"High","5 or more","High school","More than 2"
"Bad",47.967,"Low","5 or more","College","More than 2"
"Bad",20.307,"Medium","5 or more","College","More than 2"
"Bad",46.555,"Low","5 or more","College","More than 2"
"Bad",25.951,"Low","5 or more","College","More than 2"
"Bad",32.265,"Low","5 or more","High school","More than 2"
"Bad",23.863,"Low","5 or more","High school","More than 2"
"Bad",26.584,"High","5 or more","College","None or 1"
"Bad",33.829,"Medium","5 or more","College","More than 2"
"Bad",29.480,"Low","5 or more","College","None or 1"
"Bad",24.921,"Medium","5 or more","High school","More than 2"
"Bad",27.181,"Medium","Less than 5","College","None or 1"
"Bad",27.788,"High","5 or more","High school","More than 2"
"Bad",26.968,"High","5 or more","High school","More than 2"
"Bad",28.983,"Low","5 or more","College","More than 2"
"Bad",22.728,"Medium","5 or more","High school","More than 2"
"Bad",21.851,"Medium","5 or more","High school","More than 2"
"Bad",30.796,"Medium","5 or more","High school","More than 2"
"Bad",21.335,"Low","5 or more","High school","More than 2"
"Bad",23.977,"Low","5 or more","College","More than 2"
"Bad",20.970,"Medium","5 or more","College","More than 2"
"Bad",22.730,"Medium","Less than 5","College","None or 1"
"Bad",26.964,"High","5 or more","High school","More than 2"
"Bad",29.415,"Low","5 or more","College","More than 2"
"Bad",38.147,"Medium","5 or more","College","More than 2"
"Bad",30.381,"Medium","5 or more","College","More than 2"
"Bad",24.587,"Medium","5 or more","High school","More than 2"
"Bad",23.251,"Medium","5 or more","High school","More than 2"
"Bad",26.725,"Low","5 or more","College","None or 1"
"Bad",28.765,"Low","5 or more","High school","More than 2"
"Bad",28.670,"Medium","Less than 5","High school","None or 1"
"Bad",24.539,"Low","5 or more","High school","More than 2"
"Bad",35.465,"High","5 or more","High school","More than 2"
"Bad",22.386,"Low","5 or more","College","More than 2"
"Bad",27.890,"Low","5 or more","High school","More than 2"
"Bad",31.890,"Low","5 or more","High school","More than 2"
"Bad",21.281,"Medium","5 or more","College","More than 2"
"Bad",40.637,"High","5 or more","College","More than 2"
"Bad",31.623,"Low","5 or more","College","More than 2"
"Bad",29.252,"Medium","5 or more","College","More than 2"
"Bad",27.628,"High","5 or more","College","More than 2"
"Bad",37.194,"Medium","5 or more","College","More than 2"
"Bad",24.559,"Medium","Less than 5","College","None or 1"
"Bad",24.876,"Low","5 or more","College","More than 2"
"Bad",22.747,"High","5 or more","High school","More than 2"
"Bad",24.557,"Medium","5 or more","High school","More than 2"
"Bad",32.308,"Low","5 or more","High school","More than 2"
"Bad",22.059,"Medium","5 or more","High school","More than 2"
"Bad",26.680,"Low","5 or more","College","More than 2"
"Bad",27.506,"Medium","5 or more","College","More than 2"
"Bad",43.873,"Medium","5 or more","High school","More than 2"
"Bad",22.610,"Medium","5 or more","High school","More than 2"
"Bad",36.356,"Medium","5 or more","College","More than 2"
"Bad",25.693,"Low","5 or more","College","More than 2"
"Bad",36.361,"Low","Less than 5","High school","None or 1"
"Bad",35.692,"High","5 or more","High school","More than 2"
"Bad",36.770,"Medium","5 or more","High school","More than 2"
"Bad",24.473,"Low","5 or more","College","More than 2"
"Bad",46.757,"Medium","5 or more","High school","More than 2"
"Bad",22.907,"Low","5 or more","High school","More than 2"
"Bad",23.261,"Low","5 or more","High school","More than 2"
"Bad",28.461,"Low","5 or more","College","None or 1"
"Bad",24.826,"Low","5 or more","High school","More than 2"
"Bad",25.566,"Medium","5 or more","High school","More than 2"
"Bad",20.019,"Medium","5 or more","High school","More than 2"
"Bad",30.758,"Medium","5 or more","High school","More than 2"
"Bad",33.100,"Low","5 or more","College","More than 2"
"Bad",22.627,"Low","5 or more","College","More than 2"
"Bad",21.149,"Low","5 or more","College","More than 2"
"Bad",23.503,"Low","Less than 5","College","None or 1"
"Bad",23.969,"High","5 or more","High school","More than 2"
"Bad",20.788,"Low","5 or more","High school","More than 2"
"Bad",28.925,"High","5 or more","High school","More than 2"
"Bad",20.515,"Low","5 or more","High school","More than 2"
"Bad",27.210,"Medium","5 or more","High school","None or 1"
"Bad",34.752,"Low","5 or more","High school","More than 2"
"Bad",26.125,"Medium","5 or more","High school","More than 2"
"Bad",24.611,"Medium","5 or more","College","More than 2"
"Bad",20.487,"Low","5 or more","High school","More than 2"
"Bad",29.014,"Low","5 or more","College","More than 2"
"Bad",23.377,"Medium","5 or more","High school","More than 2"
"Bad",28.850,"High","5 or more","College","More than 2"
"Bad",21.147,"Low","5 or more","High school","More than 2"
"Bad",26.405,"High","5 or more","High school","More than 2"
"Bad",24.887,"Medium","5 or more","High school","More than 2"
"Bad",27.193,"Medium","5 or more","High school","More than 2"
"Bad",30.918,"Medium","5 or more","College","More than 2"
"Bad",41.794,"Low","5 or more","College","More than 2"
"Bad",33.733,"Medium","5 or more","High school","More than 2"
"Bad",39.261,"Low","5 or more","High school","More than 2"
"Bad",38.449,"Low","5 or more","College","None or 1"
"Bad",41.054,"Medium","5 or more","College","More than 2"
"Bad",22.720,"Medium","5 or more","High school","More than 2"
"Bad",23.164,"Medium","5 or more","High school","More than 2"
"Bad",22.844,"Low","5 or more","College","More than 2"
"Bad",30.572,"Medium","5 or more","High school","More than 2"
"Bad",29.788,"Low","5 or more","College","More than 2"
"Bad",51.582,"Low","5 or more","High school","More than 2"
"Bad",22.325,"Medium","5 or more","High school","More than 2"
"Bad",37.855,"Medium","5 or more","High school","More than 2"
"Bad",35.939,"Medium","5 or more","High school","More than 2"
"Bad",33.396,"High","5 or more","High school","More than 2"
"Bad",23.285,"Medium","5 or more","College","More than 2"
"Bad",42.433,"Low","5 or more","College","More than 2"
"Bad",30.691,"Low","5 or more","High school","More than 2"
"Bad",29.561,"Medium","5 or more","College","More than 2"
"Bad",37.311,"Low","Less than 5","College","None or 1"
"Bad",28.267,"Low","5 or more","High school","More than 2"
"Bad",30.660,"Medium","5 or more","High school","More than 2"
"Bad",24.890,"Low","5 or more","High school","More than 2"
"Bad",30.934,"High","5 or more","College","More than 2"
"Bad",26.302,"Medium","5 or more","High school","More than 2"
"Bad",26.278,"Low","5 or more","College","More than 2"
"Bad",47.656,"Low","5 or more","College","More than 2"
"Bad",42.853,"Low","5 or more","College","More than 2"
"Bad",22.733,"Low","5 or more","High school","More than 2"
"Bad",30.811,"Low","5 or more","College","More than 2"
"Bad",31.604,"High","5 or more","College","More than 2"
"Bad",27.401,"Low","5 or more","High school","More than 2"
"Bad",31.850,"High","5 or more","College","None or 1"
"Bad",31.366,"Medium","5 or more","College","More than 2"
"Bad",25.579,"Medium","5 or more","College","More than 2"
"Bad",25.654,"Medium","5 or more","College","More than 2"
"Bad",29.750,"Low","Less than 5","College","None or 1"
"Bad",20.368,"Low","5 or more","High school","More than 2"
"Bad",25.628,"Medium","5 or more","High school","None or 1"
"Bad",34.001,"Low","5 or more","College","More than 2"
"Bad",26.712,"Low","5 or more","High school","More than 2"
"Bad",32.906,"High","5 or more","High school","None or 1"
"Bad",36.284,"Medium","5 or more","College","More than 2"
"Bad",29.280,"Medium","5 or more","College","More than 2"
"Bad",34.257,"High","Less than 5","High school","None or 1"
"Bad",27.494,"Low","5 or more","College","More than 2"
"Bad",23.649,"High","Less than 5","College","More than 2"
"Bad",20.312,"Low","5 or more","College","More than 2"
"Bad",26.431,"Low","5 or more","High school","More than 2"
"Bad",40.616,"Low","Less than 5","High school","None or 1"
"Bad",20.912,"Medium","5 or more","High school","More than 2"
"Bad",30.034,"High","5 or more","High school","More than 2"
"Bad",21.951,"Medium","5 or more","High school","More than 2"
"Bad",22.567,"High","5 or more","College","More than 2"
"Bad",30.234,"Medium","5 or more","High school","More than 2"
"Bad",22.396,"Low","5 or more","High school","More than 2"
"Bad",31.407,"Low","5 or more","College","More than 2"
"Bad",34.417,"Low","5 or more","High school","More than 2"
"Bad",41.305,"Medium","5 or more","College","More than 2"
"Bad",27.627,"Low","5 or more","High school","More than 2"
"Bad",31.348,"High","Less than 5","College","None or 1"
"Bad",48.861,"Low","5 or more","College","More than 2"
"Bad",34.234,"Low","5 or more","College","More than 2"
"Bad",42.082,"Medium","5 or more","College","More than 2"
"Bad",40.527,"High","5 or more","High school","More than 2"
"Bad",27.630,"Medium","5 or more","College","More than 2"
"Bad",21.384,"Medium","5 or more","High school","More than 2"
"Bad",35.412,"Medium","5 or more","College","More than 2"
"Bad",42.806,"Medium","5 or more","College","More than 2"
"Bad",21.737,"Low","5 or more","College","None or 1"
"Bad",41.064,"Low","5 or more","High school","More than 2"
"Bad",22.848,"Medium","5 or more","High school","More than 2"
"Bad",33.484,"High","5 or more","College","More than 2"
"Bad",54.796,"High","5 or more","College","More than 2"
"Bad",24.067,"High","5 or more","College","More than 2"
"Bad",25.780,"Medium","5 or more","College","More than 2"
"Bad",47.257,"Low","5 or more","College","More than 2"
"Bad",32.081,"Low","5 or more","High school","More than 2"
"Bad",21.495,"Medium","5 or more","College","None or 1"
"Bad",23.833,"Low","Less than 5","High school","None or 1"
"Bad",39.528,"Medium","5 or more","High school","More than 2"
"Bad",29.725,"High","Less than 5","College","None or 1"
"Bad",28.416,"Low","Less than 5","College","None or 1"
"Bad",41.097,"High","5 or more","High school","None or 1"
"Bad",28.429,"Medium","5 or more","College","More than 2"
"Bad",25.228,"Low","5 or more","College","More than 2"
"Bad",30.824,"Medium","5 or more","College","More than 2"
"Bad",29.175,"Medium","5 or more","College","None or 1"
"Bad",29.988,"High","5 or more","High school","More than 2"
"Bad",27.839,"Low","5 or more","High school","More than 2"
"Bad",20.959,"Medium","5 or more","College","More than 2"
"Bad",30.232,"Medium","Less than 5","High school","None or 1"
"Bad",41.323,"Medium","5 or more","College","More than 2"
"Bad",23.037,"Low","5 or more","High school","More than 2"
"Bad",27.033,"Medium","5 or more","High school","More than 2"
"Bad",38.357,"Low","5 or more","College","More than 2"
"Bad",49.624,"Low","5 or more","College","More than 2"
"Bad",30.341,"Medium","5 or more","College","More than 2"
"Bad",27.926,"Medium","5 or more","College","More than 2"
"Bad",21.657,"Low","5 or more","College","More than 2"
"Bad",24.337,"Low","5 or more","High school","More than 2"
"Bad",23.733,"Low","5 or more","College","More than 2"
"Bad",20.448,"Medium","5 or more","College","More than 2"
"Bad",29.274,"Low","5 or more","College","More than 2"
"Bad",23.384,"Medium","5 or more","College","More than 2"
"Bad",27.321,"Low","5 or more","High school","More than 2"
"Bad",20.751,"Medium","5 or more","College","More than 2"
"Bad",20.818,"Low","Less than 5","College","More than 2"
"Bad",29.616,"Low","5 or more","College","More than 2"
"Bad",21.861,"Low","5 or more","High school","More than 2"
"Bad",45.510,"Medium","5 or more","College","More than 2"
"Bad",26.942,"Medium","5 or more","High school","None or 1"
"Bad",22.262,"Medium","5 or more","High school","More than 2"
"Bad",20.761,"Medium","Less than 5","College","None or 1"
"Bad",39.163,"Medium","5 or more","High school","More than 2"
"Bad",33.420,"Low","5 or more","College","More than 2"
"Bad",23.022,"Medium","5 or more","College","More than 2"
"Good",56.910,"High","Less than 5","High school","None or 1"
"Good",50.532,"Medium","5 or more","High school","More than 2"
"Good",27.019,"High","Less than 5","High school","None or 1"
"Good",28.105,"Low","Less than 5","High school","None or 1"
"Good",29.527,"High","Less than 5","High school","More than 2"
"Good",28.019,"High","5 or more","High school","More than 2"
"Good",42.444,"High","5 or more","High school","None or 1"
"Good",35.032,"Medium","5 or more","High school","None or 1"
"Good",23.944,"Medium","Less than 5","High school","None or 1"
"Good",35.735,"High","Less than 5","High school","None or 1"
"Good",29.933,"Medium","Less than 5","College","None or 1"
"Good",41.230,"Medium","Less than 5","College","None or 1"
"Good",41.930,"Medium","5 or more","College","More than 2"
"Good",43.538,"Medium","5 or more","College","More than 2"
